epoch,lr,step,test_neg_dy_l1_loss,test_total_l1_loss,test_y_l1_loss,train_neg_dy_mse_loss,train_total_mse_loss,train_y_mse_loss,val_neg_dy_l1_loss,val_neg_dy_mse_loss,val_total_l1_loss,val_total_mse_loss,val_y_l1_loss,val_y_mse_loss
0.0,3.440000000409782e-05,859,,,,0.0,1119.8367919921875,1119.8367919921875,0.0,0.0,0.9738410711288452,1.7458102703094482,0.9738410711288452,1.7458102703094482
1.0,6.880000000819564e-05,1719,,,,0.0,0.5845681428909302,0.5845681428909302,0.0,0.0,0.2815673053264618,0.16021586954593658,0.2815673053264618,0.16021586954593658
2.0,0.00010320000001229346,2579,,,,0.0,0.10750969499349594,0.10750969499349594,0.0,0.0,0.23360955715179443,0.09465840458869934,0.23360955715179443,0.09465840458869934
3.0,0.00013760000001639128,3439,,,,0.0,0.05326930060982704,0.05326930060982704,0.0,0.0,0.2744028568267822,0.09742458164691925,0.2744028568267822,0.09742458164691925
4.0,0.0001720000000204891,4299,,,,0.0,0.03945176675915718,0.03945176675915718,0.0,0.0,0.10309446603059769,0.019962426275014877,0.10309446603059769,0.019962426275014877
5.0,0.00020640000002458692,5159,,,,0.0,0.05646895617246628,0.05646895617246628,0.0,0.0,1.006156325340271,1.0738006830215454,1.006156325340271,1.0738006830215454
6.0,0.00024080000002868474,6019,,,,0.0,0.07186029106378555,0.07186029106378555,0.0,0.0,0.22991818189620972,0.06668081134557724,0.22991818189620972,0.06668081134557724
7.0,0.00027520000003278255,6879,,,,0.0,0.0859270691871643,0.0859270691871643,0.0,0.0,0.7006655335426331,0.5154207348823547,0.7006655335426331,0.5154207348823547
8.0,0.0003096000000368804,7739,,,,0.0,0.09219427406787872,0.09219427406787872,0.0,0.0,0.07660245150327682,0.011159040033817291,0.07660245150327682,0.011159040033817291
9.0,0.0003440000000409782,8599,,,,0.0,0.08749529719352722,0.08749529719352722,0.0,0.0,0.2675943672657013,0.08436936885118484,0.2675943672657013,0.08436936885118484
10.0,0.000378400000045076,9459,0.0,0.36222201585769653,0.36222201585769653,0.0,0.06979134678840637,0.06979134678840637,0.0,0.0,0.3623083531856537,0.1443473994731903,0.3623083531856537,0.1443473994731903
11.0,0.00039999998989515007,10319,,,,0.0,0.07686018943786621,0.07686018943786621,0.0,0.0,0.05481729656457901,0.006026365328580141,0.05481729656457901,0.006026365328580141
12.0,0.00039999998989515007,11179,,,,0.0,0.4072418808937073,0.4072418808937073,0.0,0.0,0.10607557743787766,0.021765945479273796,0.10607557743787766,0.021765945479273796
13.0,0.00039999998989515007,12039,,,,0.0,0.01402229443192482,0.01402229443192482,0.0,0.0,0.08614658564329147,0.01192426960915327,0.08614658564329147,0.01192426960915327
14.0,0.00039999998989515007,12899,,,,0.0,0.01440194621682167,0.01440194621682167,0.0,0.0,0.10866928100585938,0.016143303364515305,0.10866928100585938,0.016143303364515305
15.0,0.00039999998989515007,13759,,,,0.0,0.026838183403015137,0.026838183403015137,0.0,0.0,0.12930993735790253,0.02123742736876011,0.12930993735790253,0.02123742736876011
16.0,0.00039999998989515007,14619,,,,0.0,0.02894299477338791,0.02894299477338791,0.0,0.0,0.1679462045431137,0.03305106982588768,0.1679462045431137,0.03305106982588768
17.0,0.00039999998989515007,15479,,,,0.0,0.033108241856098175,0.033108241856098175,0.0,0.0,0.16365790367126465,0.03783034160733223,0.16365790367126465,0.03783034160733223
18.0,0.00039999998989515007,16339,,,,0.0,0.022149764001369476,0.022149764001369476,0.0,0.0,0.044773876667022705,0.004118910990655422,0.044773876667022705,0.004118910990655422
19.0,0.00039999998989515007,17199,,,,0.0,0.02356107160449028,0.02356107160449028,0.0,0.0,0.2627212405204773,0.07477448135614395,0.2627212405204773,0.07477448135614395
20.0,0.00039999998989515007,18059,0.0,0.0973755344748497,0.0973755344748497,0.0,0.02426474168896675,0.02426474168896675,0.0,0.0,0.09704425930976868,0.012646796181797981,0.09704425930976868,0.012646796181797981
21.0,0.00039999998989515007,18919,,,,0.0,0.020844552665948868,0.020844552665948868,0.0,0.0,0.10147351026535034,0.013930872082710266,0.10147351026535034,0.013930872082710266
22.0,0.00039999998989515007,19779,,,,0.0,0.016508037224411964,0.016508037224411964,0.0,0.0,0.10379380732774734,0.013356284238398075,0.10379380732774734,0.013356284238398075
23.0,0.00039999998989515007,20639,,,,0.0,0.016806554049253464,0.016806554049253464,0.0,0.0,0.05509171262383461,0.004916660487651825,0.05509171262383461,0.004916660487651825
24.0,0.00039999998989515007,21499,,,,0.0,0.018838154152035713,0.018838154152035713,0.0,0.0,0.10979616641998291,0.014888247475028038,0.10979616641998291,0.014888247475028038
25.0,0.00039999998989515007,22359,,,,0.0,0.012459127232432365,0.012459127232432365,0.0,0.0,0.3237149715423584,0.11143337935209274,0.3237149715423584,0.11143337935209274
26.0,0.00039999998989515007,23219,,,,0.0,0.040591854602098465,0.040591854602098465,0.0,0.0,0.034100305289030075,0.002417590469121933,0.034100305289030075,0.002417590469121933
27.0,0.00039999998989515007,24079,,,,0.0,0.0034733677748590708,0.0034733677748590708,0.0,0.0,0.08127893507480621,0.008291996084153652,0.08127893507480621,0.008291996084153652
28.0,0.00039999998989515007,24939,,,,0.0,0.009856709279119968,0.009856709279119968,0.0,0.0,0.11268775165081024,0.015132074244320393,0.11268775165081024,0.015132074244320393
29.0,0.00039999998989515007,25799,,,,0.0,0.01142351794987917,0.01142351794987917,0.0,0.0,0.035366833209991455,0.0022271177731454372,0.035366833209991455,0.0022271177731454372
30.0,0.00039999998989515007,26659,0.0,0.09533019363880157,0.09533019363880157,0.0,0.009677501395344734,0.009677501395344734,0.0,0.0,0.09516172856092453,0.012072663754224777,0.09516172856092453,0.012072663754224777
31.0,0.00039999998989515007,27519,,,,0.0,0.011292945593595505,0.011292945593595505,0.0,0.0,0.05250810086727142,0.004362884908914566,0.05250810086727142,0.004362884908914566
32.0,0.00039999998989515007,28379,,,,0.0,0.009043614380061626,0.009043614380061626,0.0,0.0,0.05674043670296669,0.005037485156208277,0.05674043670296669,0.005037485156208277
33.0,0.00039999998989515007,29239,,,,0.0,0.009887250140309334,0.009887250140309334,0.0,0.0,0.0609901063144207,0.00484039168804884,0.0609901063144207,0.00484039168804884
34.0,0.00039999998989515007,30099,,,,0.0,0.008575893007218838,0.008575893007218838,0.0,0.0,0.04316185042262077,0.002907812362536788,0.04316185042262077,0.002907812362536788
35.0,0.00039999998989515007,30959,,,,0.0,0.008429404348134995,0.008429404348134995,0.0,0.0,0.07993263751268387,0.008315845392644405,0.07993263751268387,0.008315845392644405
36.0,0.00039999998989515007,31819,,,,0.0,0.008533554151654243,0.008533554151654243,0.0,0.0,0.04810820892453194,0.003940830938518047,0.04810820892453194,0.003940830938518047
37.0,0.00039999998989515007,32679,,,,0.0,0.007537715137004852,0.007537715137004852,0.0,0.0,0.03885592892765999,0.0027068632189184427,0.03885592892765999,0.0027068632189184427
38.0,0.00039999998989515007,33539,,,,0.0,0.007941626012325287,0.007941626012325287,0.0,0.0,0.03787811100482941,0.002482673618942499,0.03787811100482941,0.002482673618942499
39.0,0.00039999998989515007,34399,,,,0.0,0.006285412237048149,0.006285412237048149,0.0,0.0,0.11125318706035614,0.013751033693552017,0.11125318706035614,0.013751033693552017
40.0,0.00039999998989515007,35259,0.0,0.035429924726486206,0.035429924726486206,0.0,0.007727637887001038,0.007727637887001038,0.0,0.0,0.03566481173038483,0.0022120261564850807,0.03566481173038483,0.0022120261564850807
41.0,0.00039999998989515007,36119,,,,0.0,0.0065957894548773766,0.0065957894548773766,0.0,0.0,0.05874624103307724,0.005264731124043465,0.05874624103307724,0.005264731124043465
42.0,0.00039999998989515007,36979,,,,0.0,0.04856105148792267,0.04856105148792267,0.0,0.0,0.03591899573802948,0.0025908933021128178,0.03591899573802948,0.0025908933021128178
43.0,0.00039999998989515007,37839,,,,0.0,0.0013980361400172114,0.0013980361400172114,0.0,0.0,0.04390615224838257,0.0029541286639869213,0.04390615224838257,0.0029541286639869213
44.0,0.00039999998989515007,38699,,,,0.0,0.0017043540719896555,0.0017043540719896555,0.0,0.0,0.02474965900182724,0.0012436754768714309,0.02474965900182724,0.0012436754768714309
45.0,0.00039999998989515007,39559,,,,0.0,0.004667345434427261,0.004667345434427261,0.0,0.0,0.09111327677965164,0.00965654756873846,0.09111327677965164,0.00965654756873846
46.0,0.00039999998989515007,40419,,,,0.0,0.005514462012797594,0.005514462012797594,0.0,0.0,0.03829893469810486,0.0025624041445553303,0.03829893469810486,0.0025624041445553303
47.0,0.00039999998989515007,41279,,,,0.0,0.005458430387079716,0.005458430387079716,0.0,0.0,0.0459883026778698,0.003039842238649726,0.0459883026778698,0.003039842238649726
48.0,0.00039999998989515007,42139,,,,0.0,0.005003783851861954,0.005003783851861954,0.0,0.0,0.06529747694730759,0.0060201287269592285,0.06529747694730759,0.0060201287269592285
49.0,0.00039999998989515007,42999,,,,0.0,0.005359647795557976,0.005359647795557976,0.0,0.0,0.07671723514795303,0.00698954239487648,0.07671723514795303,0.00698954239487648
50.0,0.00039999998989515007,43859,0.0,0.02733120135962963,0.02733120135962963,0.0,0.005512711126357317,0.005512711126357317,0.0,0.0,0.027723820880055428,0.001516236923635006,0.027723820880055428,0.001516236923635006
51.0,0.00039999998989515007,44719,,,,0.0,0.03257868066430092,0.03257868066430092,0.0,0.0,0.021724315360188484,0.0010623362613841891,0.021724315360188484,0.0010623362613841891
52.0,0.00039999998989515007,45579,,,,0.0,0.0006426748586818576,0.0006426748586818576,0.0,0.0,0.01615051180124283,0.0006855418905615807,0.01615051180124283,0.0006855418905615807
53.0,0.00039999998989515007,46439,,,,0.0,0.0011580792488530278,0.0011580792488530278,0.0,0.0,0.03396157547831535,0.0018361182883381844,0.03396157547831535,0.0018361182883381844
54.0,0.00039999998989515007,47299,,,,0.0,0.0038465599063783884,0.0038465599063783884,0.0,0.0,0.026941226795315742,0.0014416464837267995,0.026941226795315742,0.0014416464837267995
55.0,0.00039999998989515007,48159,,,,0.0,0.0045410809107124805,0.0045410809107124805,0.0,0.0,0.07255032658576965,0.006144938059151173,0.07255032658576965,0.006144938059151173
56.0,0.00039999998989515007,49019,,,,0.0,0.004413070622831583,0.004413070622831583,0.0,0.0,0.23999053239822388,0.06585419178009033,0.23999053239822388,0.06585419178009033
57.0,0.00039999998989515007,49879,,,,0.0,0.004110598936676979,0.004110598936676979,0.0,0.0,0.06973923742771149,0.0063870567828416824,0.06973923742771149,0.0063870567828416824
58.0,0.00039999998989515007,50739,,,,0.0,0.00421700906008482,0.00421700906008482,0.0,0.0,0.0735139474272728,0.006691173650324345,0.0735139474272728,0.006691173650324345
59.0,0.00039999998989515007,51599,,,,0.0,0.004067800939083099,0.004067800939083099,0.0,0.0,0.08155615627765656,0.007783668115735054,0.08155615627765656,0.007783668115735054
60.0,0.00039999998989515007,52459,0.0,0.06429269164800644,0.06429269164800644,0.0,0.0038301742170006037,0.0038301742170006037,0.0,0.0,0.0646546259522438,0.005799432285130024,0.0646546259522438,0.005799432285130024
61.0,0.00039999998989515007,53319,,,,0.0,0.008142507635056973,0.008142507635056973,0.0,0.0,0.01685965806245804,0.000670594337861985,0.01685965806245804,0.000670594337861985
62.0,0.00039999998989515007,54179,,,,0.0,0.002407373394817114,0.002407373394817114,0.0,0.0,0.059590063989162445,0.004633405711501837,0.059590063989162445,0.004633405711501837
63.0,0.00039999998989515007,55039,,,,0.0,0.003548654029145837,0.003548654029145837,0.0,0.0,0.02424655482172966,0.001087954151444137,0.02424655482172966,0.001087954151444137
64.0,0.00039999998989515007,55899,,,,0.0,0.00387620460242033,0.00387620460242033,0.0,0.0,0.027311591431498528,0.0011934532085433602,0.027311591431498528,0.0011934532085433602
65.0,0.00039999998989515007,56759,,,,0.0,0.003361578332260251,0.003361578332260251,0.0,0.0,0.06419754028320312,0.004856580402702093,0.06419754028320312,0.004856580402702093
66.0,0.00039999998989515007,57619,,,,0.0,0.004070078954100609,0.004070078954100609,0.0,0.0,0.017414528876543045,0.0006616602186113596,0.017414528876543045,0.0006616602186113596
67.0,0.00039999998989515007,58479,,,,0.0,0.0033303757663816214,0.0033303757663816214,0.0,0.0,0.05592409148812294,0.00425217067822814,0.05592409148812294,0.00425217067822814
68.0,0.00039999998989515007,59339,,,,0.0,0.0037811037618666887,0.0037811037618666887,0.0,0.0,0.02058473415672779,0.0008504323777742684,0.02058473415672779,0.0008504323777742684
69.0,0.00039999998989515007,60199,,,,0.0,0.0030010242480784655,0.0030010242480784655,0.0,0.0,0.026731660589575768,0.0013059132033959031,0.026731660589575768,0.0013059132033959031
70.0,0.00039999998989515007,61059,0.0,0.03776887059211731,0.03776887059211731,0.0,0.0039308383129537106,0.0039308383129537106,0.0,0.0,0.0378401093184948,0.0019149311119690537,0.0378401093184948,0.0019149311119690537
71.0,0.00039999998989515007,61919,,,,0.0,0.002930753631517291,0.002930753631517291,0.0,0.0,0.06838037818670273,0.0056614563800394535,0.06838037818670273,0.0056614563800394535
72.0,0.00039999998989515007,62779,,,,0.0,0.0029838327318429947,0.0029838327318429947,0.0,0.0,0.09833966195583344,0.011089078150689602,0.09833966195583344,0.011089078150689602
73.0,0.00039999998989515007,63639,,,,0.0,0.003362080082297325,0.003362080082297325,0.0,0.0,0.022480735555291176,0.0010436520678922534,0.022480735555291176,0.0010436520678922534
74.0,0.00039999998989515007,64499,,,,0.0,0.003355899127200246,0.003355899127200246,0.0,0.0,0.025461751967668533,0.0011672284454107285,0.025461751967668533,0.0011672284454107285
75.0,0.00039999998989515007,65359,,,,0.0,0.0025775183457881212,0.0025775183457881212,0.0,0.0,0.0380258671939373,0.002072697738185525,0.0380258671939373,0.002072697738185525
76.0,0.00039999998989515007,66219,,,,0.0,0.0028719149995595217,0.0028719149995595217,0.0,0.0,0.04224734008312225,0.0025669848546385765,0.04224734008312225,0.0025669848546385765
77.0,0.00039999998989515007,67079,,,,0.0,0.00340553792193532,0.00340553792193532,0.0,0.0,0.02494961768388748,0.0009865130996331573,0.02494961768388748,0.0009865130996331573
78.0,0.00039999998989515007,67939,,,,0.0,0.002766010817140341,0.002766010817140341,0.0,0.0,0.020494727417826653,0.0007638553506694734,0.020494727417826653,0.0007638553506694734
79.0,0.00039999998989515007,68799,,,,0.0,0.00294358073733747,0.00294358073733747,0.0,0.0,0.0154948178678751,0.00058487628120929,0.0154948178678751,0.00058487628120929
80.0,0.00039999998989515007,69659,0.0,0.02002709172666073,0.02002709172666073,0.0,0.0026278668083250523,0.0026278668083250523,0.0,0.0,0.01996723748743534,0.0008071042248047888,0.01996723748743534,0.0008071042248047888
81.0,0.00039999998989515007,70519,,,,0.0,0.002521577524021268,0.002521577524021268,0.0,0.0,0.031071290373802185,0.0015487201744690537,0.031071290373802185,0.0015487201744690537
82.0,0.00039999998989515007,71379,,,,0.0,0.009258395992219448,0.009258395992219448,0.0,0.0,0.016153214499354362,0.000573545868974179,0.016153214499354362,0.000573545868974179
83.0,0.00039999998989515007,72239,,,,0.0,0.0005320280906744301,0.0005320280906744301,0.0,0.0,0.016302036121487617,0.0006260545924305916,0.016302036121487617,0.0006260545924305916
84.0,0.00039999998989515007,73099,,,,0.0,0.002125469269230962,0.002125469269230962,0.0,0.0,0.05998403951525688,0.004257986322045326,0.05998403951525688,0.004257986322045326
85.0,0.00039999998989515007,73959,,,,0.0,0.00248526269569993,0.00248526269569993,0.0,0.0,0.04212072864174843,0.0024163953494280577,0.04212072864174843,0.0024163953494280577
86.0,0.00039999998989515007,74819,,,,0.0,0.0023746700026094913,0.0023746700026094913,0.0,0.0,0.03253072500228882,0.0015300944214686751,0.03253072500228882,0.0015300944214686751
87.0,0.00039999998989515007,75679,,,,0.0,0.00312669831328094,0.00312669831328094,0.0,0.0,0.04584039747714996,0.0031699666287750006,0.04584039747714996,0.0031699666287750006
88.0,0.00039999998989515007,76539,,,,0.0,0.0016780054429545999,0.0016780054429545999,0.0,0.0,0.019635310396552086,0.0007797727594152093,0.019635310396552086,0.0007797727594152093
89.0,0.00039999998989515007,77399,,,,0.0,0.00263601285405457,0.00263601285405457,0.0,0.0,0.03399397432804108,0.001722519169561565,0.03399397432804108,0.001722519169561565
90.0,0.00039999998989515007,78259,0.0,0.01805858127772808,0.01805858127772808,0.0,0.002085079438984394,0.002085079438984394,0.0,0.0,0.018148882314562798,0.0007035652524791658,0.018148882314562798,0.0007035652524791658
91.0,0.00039999998989515007,79119,,,,0.0,0.003192231524735689,0.003192231524735689,0.0,0.0,0.020107945427298546,0.0007527171983383596,0.020107945427298546,0.0007527171983383596
92.0,0.00039999998989515007,79979,,,,0.0,0.0018346646102145314,0.0018346646102145314,0.0,0.0,0.03530425205826759,0.0016988895367830992,0.03530425205826759,0.0016988895367830992
93.0,0.00039999998989515007,80839,,,,0.0,0.0026309778913855553,0.0026309778913855553,0.0,0.0,0.04717051982879639,0.00290457671508193,0.04717051982879639,0.00290457671508193
94.0,0.00039999998989515007,81699,,,,0.0,0.002143388381227851,0.002143388381227851,0.0,0.0,0.029377032071352005,0.001340115675702691,0.029377032071352005,0.001340115675702691
95.0,0.00039999998989515007,82559,,,,0.0,0.007181399501860142,0.007181399501860142,0.0,0.0,0.015379556454718113,0.0005869024316780269,0.015379556454718113,0.0005869024316780269
96.0,0.00039999998989515007,83419,,,,0.0,0.00026224864996038377,0.00026224864996038377,0.0,0.0,0.011346551589667797,0.0003926552599295974,0.011346551589667797,0.0003926552599295974
97.0,0.00039999998989515007,84279,,,,0.0,0.001369053847156465,0.001369053847156465,0.0,0.0,0.02178230881690979,0.000874953402671963,0.02178230881690979,0.000874953402671963
98.0,0.00039999998989515007,85139,,,,0.0,0.002199233043938875,0.002199233043938875,0.0,0.0,0.01833377406001091,0.0007118217181414366,0.01833377406001091,0.0007118217181414366
99.0,0.00039999998989515007,85999,,,,0.0,0.0025026549119502306,0.0025026549119502306,0.0,0.0,0.021479595452547073,0.0009280164376832545,0.021479595452547073,0.0009280164376832545
100.0,0.00039999998989515007,86859,0.0,0.028304319828748703,0.028304319828748703,0.0,0.0016484013758599758,0.0016484013758599758,0.0,0.0,0.028399698436260223,0.001230351161211729,0.028399698436260223,0.001230351161211729
101.0,0.00039999998989515007,87719,,,,0.0,0.0024870955385267735,0.0024870955385267735,0.0,0.0,0.040050264447927475,0.002689685206860304,0.040050264447927475,0.002689685206860304
102.0,0.00039999998989515007,88579,,,,0.0,0.0018607695819810033,0.0018607695819810033,0.0,0.0,0.02187260612845421,0.0009297008509747684,0.02187260612845421,0.0009297008509747684
103.0,0.00039999998989515007,89439,,,,0.0,0.0039341333322227,0.0039341333322227,0.0,0.0,0.011506286449730396,0.00039416010258719325,0.011506286449730396,0.00039416010258719325
104.0,0.00039999998989515007,90299,,,,0.0,0.0009842353174462914,0.0009842353174462914,0.0,0.0,0.0185546875,0.0007332769455388188,0.0185546875,0.0007332769455388188
105.0,0.00039999998989515007,91159,,,,0.0,0.0019157680217176676,0.0019157680217176676,0.0,0.0,0.10387261211872101,0.011740981601178646,0.10387261211872101,0.011740981601178646
106.0,0.00039999998989515007,92019,,,,0.0,0.002166599268093705,0.002166599268093705,0.0,0.0,0.02116398885846138,0.000767709338106215,0.02116398885846138,0.000767709338106215
107.0,0.00039999998989515007,92879,,,,0.0,0.0019142375094816089,0.0019142375094816089,0.0,0.0,0.02305496856570244,0.000880304432939738,0.02305496856570244,0.000880304432939738
108.0,0.00039999998989515007,93739,,,,0.0,0.002043619751930237,0.002043619751930237,0.0,0.0,0.020541662350296974,0.0008232227992266417,0.020541662350296974,0.0008232227992266417
109.0,0.00039999998989515007,94599,,,,0.0,0.001992253353819251,0.001992253353819251,0.0,0.0,0.04982342571020126,0.0034114071168005466,0.04982342571020126,0.0034114071168005466
110.0,0.00039999998989515007,95459,0.0,0.014681754633784294,0.014681754633784294,0.0,0.0018873921362683177,0.0018873921362683177,0.0,0.0,0.014447610825300217,0.0005069835460744798,0.014447610825300217,0.0005069835460744798
111.0,0.00039999998989515007,96319,,,,0.0,0.0019112777663394809,0.0019112777663394809,0.0,0.0,0.01651063747704029,0.0006322202389128506,0.01651063747704029,0.0006322202389128506
112.0,0.00039999998989515007,97179,,,,0.0,0.006965409964323044,0.006965409964323044,0.0,0.0,0.01802734285593033,0.0007570305024273694,0.01802734285593033,0.0007570305024273694
113.0,0.00031999999191612005,98039,,,,0.0,0.00021195484441705048,0.00021195484441705048,0.0,0.0,0.010550294071435928,0.00035223248414695263,0.010550294071435928,0.00035223248414695263
114.0,0.00031999999191612005,98899,,,,0.0,0.0001769811933627352,0.0001769811933627352,0.0,0.0,0.03169989213347435,0.0013385715428739786,0.03169989213347435,0.0013385715428739786
